Dealer Name,City,FQ,Qty,Latitude,Longitude
MEYERS GWM/HAVAL QUEENSTOWN,QUEENSTOWN,60,,,
MEYERS ITSA EAST LONDON,EAST LONDON,60,,,
MEYERS KIA KING WILLIAMS TOWN,KING WILLIAMS TOWN,30,,,
MEYERS KIA MTHATHA,MTHATHA,30,,,
MEYERS KIA QUEENSTOWN,QUEENSTOWN,60,,,
MEYERS MOTORS GROUP,EAST LONDON,30,,,
MEYERS MOTORS PEUGEOT/CITROEN & OPEL,EAST LONDON,60,,,
MEYERS UMTATA,UMTATA,60,,,
MEYERS UMTATA GROUP,EAST LONDON,30,,,
MG BRYANSTON,BRYANSTON,60,,,
MG EAST LONDON,EAST LONDON,60,,,
MG FOURWAYS,JOHANNESBURG,30,,,
MG HILLCREST,WATERFALL,30,,,
MG RIVONIA,JOHANNESBURG,60,,,
MG ALBERTON,ALBERTON,30,,,
MG AMANZIMTOTI,AMANZIMTOTI,30,,,
MG CARNIVAL,DALPARK,14,,,
MG CENTURION,CENTURION,60,,,
MG EAST RAND,BOKSBURG,60,,,
MG EDENVALE,EDENVALE,120,,,
MG GERMISTON,GERMISTON,30,,,
MG HATFIELD,PRETORIA,30,,,
HONDA SANDTON,SANDTON,30,,,
MG MALMESBURY,MALMESBURY,30,,,
MG MIDRAND,MIDRAND,60,,,
MG MIDDLEBURG,MIDDELBURG,120,,,
MG MONTANA,PRETORIA,30,,,
MG PAARL,PAARL,120,,,
MG PORT SHEPSTONE,PORT SHEPSTONE,30,,,
MG RUSTENBURG,RUSTENBURG,120,,,
MG SANDTON,SANDTON,30,,,
MG SECUNDA,SECUNDA,120,,,
MG VEREENIGING,VEREENIGING,60,,,
MG WESTRAND,ROODEPOORT,60,,,
MICHIGAN EQUIPMENT,POTCHEFSTROOM,30,,,
MICHIGAN EQUIPMENT GROUP,POTCHEFSTROOM,30,,,
MIDLANDS AGRI SOLUTIONS GROUP,UMGENI,30,,,
MIDLANDS AGRI SOLUTIONS,UMGENI,30,,,
MIDLAND AUTO GROUP,GRAAFF REINET,30,,,
MIDDELBURG CARAVANS AND CAMPWORLD,MIDDELBURG,30,,,
COMMERCIAL VEHICLES RETAIL,KLIPRIVER,30,,,
MIDDLEBURG FOTON,MIDDELBURG,120,,,
MIDDELBURG HONDA,MIDDELBURG,120,,,
MIDBAY MOTORS FOTON AND JAC,RICHARDSBAY,30,,,
MIDBAY MOTORS GROUP,RICHARDS BAY,30,,,
MIDBAY MOTORS GROUP,RICHARDSBAY,30,,,
MIDDELBURG NISSAN,MIDDELBURG,7,,,
MIKES MECHANICAL & TRACTORS,WITELSBOS,30,,,
MIKES MECHANICAL & T...,"Tsitsikama, 6309",30,,,
MILLSTOCK CARS,OBSERVATORY,30,,,
MILNERTON NISSAN,CAPE TOWN,30,,,
MITSUBISHI BELLVILLE,CAPE TOWN,30,,,
MITSUBISHI BRONKHORSTSPRUIT,BRONKHORSTSPRUIT,60,,,
MITSUBISHI ESTCOURT,ESTCOURT,30,,,
MITSUBISHI LADYSMITH,LADYSMITH,30,,,
MIT-MAK MOTORS,PRETORIA NORTH,30,,,
MITSUBISHI MOBENI...,Mobeni,30,,,
MITSUBISHI MOBENI,MOBENI,30,,,
MITSUBISHI NEWCASTLE,NEWCASTLE,30,,,
MITSUBISHI NORTHCLIFF,JOHANNESBURG,30,,,
MITSUBISHI PAARL,PAARL,30,,,
MITSUBISHI RIVONIA,SUNNINGHILL,60,,,
MITSUBISHI SANDTON,SANDTON,30,,,
MITSUBISHI SECUNDA,SECUNDA,180,,,
MITSUBISHI SPRINGS,SPRINGS,60,,,
MITSUBISHI VRYHEID,VRYHEID,30,,,
HYUNDAI QUEENSTOWN (NEW),QUEENSTOWN,60,,,
MMG HYUNDAI VRYHEID,VRYHEID,60,,,
MMG NISSAN QUEENSTOWN,QUEENSTOWN,60,,,
UD TRUCKS QUEENSTOWN,QUEESNSTOWN,30,,,
MMI ARMOURED AND EXOTIC VEHICLES,SANDTON,30,,,
MMA CARS,PINETOWN,14,,,
MMU TRADING GROUP,STILFONTEIN,30,,,
CHERY CARNIVAL,BRAKPAN,14,,,
MOBILIS AUTO GROUP,BRAKPAN,30,,,
MOBI CARE AUTO GROUP,EDENVALE,30,,,
LAMBRETTA - SA,ELARDUSPARK,30,,,
MOFFETT PRE-OWNED,PORT ELIZABETH,30,,,
MOGOL NISSAN,ELLISRAS,14,,,
MOM-PREOWNED GROUP,PORT ELIZABETH,30,,,
TOYOTA CLEARWATER,ROODEPOORT,180,,,
MONUMENT TOYOTA RANDFONTEIN,RANDFONTEIN,180,,,
MONUMENT TOYOTA WEST RAND,WELTEVREDEN PARK,180,,,
WATERBERG TOYOTA BELA-BELA,BELA BELA,30,,,
MORGAN BAIC KIMBERLEY,KIMBERLEY,60,,,
MORGAN BAIC KIMBERLEY,KIMBERLEY,30,,,
MORGAN RENAULT UPINGTON,UPINGTON,30,,,
MORGAN FOTON LYDENBURG,LYDENBURG,60,,,
MORTIMER GROUP,KOKSTAD,30,,,
MORGAN GROUP HARRISMITH,HARRISMITH,60,,,
MORGAN GROUP WELKOM,WELKOM,30,,,
MORGAN GWM ERMELO,ERMELO,60,,,
MORGAN HAVAL BETHLEHEM,BETHLEHEM,60,,,
MORGAN HAVAL HARRISMITH,HARRISMITH,60,,,
MORGAN HAVAL UPINGTON,UPINGTON,60,,,
MORGAN HYUNDAI UPINGTON,UPINGTON,60,,,
MORGAN ISUZU BETHLEHEM,BETHLEHEM,60,,,
MORGAN ISUZU ERMELO,ERMELO,60,,,
MORGAN ISUZU UPINGTON,UPINGTON,60,,,
MORGAN JETOUR BETHLEHEM,BETHLEHEM,60,,,
MORGAN JETOUR BETHLEHEM,KIMBERLEY,30,,,
MORGAN JETOUR KIMBERLEY,KIMBERLEY,60,,,
MORGAN JETOUR KIMBERLEY,KIMBERLEY,30,,,
MORGAN KIA UPINGTON,UPINGTON,60,,,
MORGAN MAHINDRA WELKOM,WELKOM,60,,,
MORGAN MG BETHLEHEM,BETHLEHEM,60,,,
MORGAN MITSUBISHI BETHLEHEM,BETHLEHEM,60,,,
MORGAN MITSUBISHI LYDENBURG,LYDENBURG,60,,,
MORGAN MITSUBISHI WELKOM,WELKOM,60,,,
MORGAN NISSAN ERMELO,ERMELO,60,,,
MORGAN NISSAN KIMBERLEY,KIMBERLEY,60,,,
MORGAN NISSAN KIMBERLEY,KIMBERLEY,30,,,
MORGAN NISSAN LYDENBURG,LYDENBURG,60,,,
MORGAN NISSAN VRYBURG,VRYBURG,60,,,
MORGAN NISSAN UPINGTON,UPINGTON,60,,,
MORGAN CHERY UPINGTON,UPINGTON,60,,,
MORGAN OMODA & JAECOO ERMELO,ERMELO,60,,,
MORGAN OMODA & JAECOO NORTHCLIFF,BLACKHEATH,60,,,
MORGAN RENAULT KIMBERLEY,KIMBERLEY,60,,,
MORGAN RENAULT KIMBERLEY,KIMBERLEY,30,,,
MORGAN RENAULT UPINGTON,UPINGTON,60,,,
MORGAN SUZUKI LYDENBURG,LYDENBURG,60,,,
MORTIMER TOYOTA...,"Frankfort, 9830",90,,,
MORTIMER TOYOTA,BETHLEHEM,90,,,
MORTIMER TOYOTA,NEWCASTLE,90,,,
MORTIMER TOYOTA,HARRISMITH,90,,,
MORTIMER TOYOTA,MATATIELE,90,,,
MORTIMER TOYOTA,ESTCOURT,90,,,
MORTIMER TOYOTA,VREDENBURG,90,,,
MORTIMER TOYOTA,REITZ,90,,,
MMG TOYOTA,LADYSMITH,90,,,
MOSSELBAAI NISSAN,MOSSELBAAI,30,,,
MOTIQUE CARS GROUP,KOKSTAD,30,,,
MOTOMID GROUP,MIDDELBURG,30,,,
MOTUS HAVAL KEMPTON PARK,KEMPTON PARK,180,,,
MOTORDEAL JO'BURG SOUTH,ORMONDE,60,,,
MOTORDEAL JO'BURG SO...,Crown Mines,60,,,
MOTORDEAL JO'BURG SOUTH GROUP,ORMONDE,30,,,
MOTUS MAHINDRA TYGERVALLEY,CAPE TOWN,30,,,
MOTORCYCLE MECCA,PRETORIA,30,,,
MOTUS MULTIFRANCHISE MENLYN,PRETORIA,180,,,
MOTUS NISSAN CENTURION,CENTURION,180,,,
MOTUS NISSAN & RENAULT PARROW,PARROW,180,,,
MOTO XTREME,KIMBERLEY,30,,,
MOTUS RENAULT BLOEMFONTEIN,BLOEMFONTEIN,180,,,
MOTOR TRENDZ GROUP,JOHANNESBURG,30,,,
MOTUS VEREENIGING,VEREENIGING,180,,,
MOTOR WORLD,RUSTENBURG,30,,,
MYRIDE HYUNDAI WESTONARIA,WESTONARIA,30,,,
MYRIDE ISUZU AND RENAULT WESTONARIA,WESTONARIA,30,,,
MYRIDE NISSAN WESTONARIA,WESTONARIA,30,,,
MYRIDE RENAULT WESTONARIA,WESTONARIA,30,,,
MULTI FRANCHISE GEZINA,PRETORIA,90,,,
MYRIDE GROUP,WESTONARIA,30,,,
MYRIDE JAC PAARL,PAARL,14,,,
RZT ZELPY 5386 (PTY) LTD T/A MYRIDE NISSAN PAARL,PAARL,14,,,
MYRIDE JAC HERMANUS,SANDBAAI,30,,,
MYRIDE JAC MALMESBURY,MALMESBURG,30,,,
MYSTIC CARS,BALLITO,30,,,
NABI INVESTMENTS,BRYANSTON,30,,,
NABOOM TOYOTA,NABOOMSPRUIT,30,,,
 NABOOM TOYOTA,National auto Glass,30,,,
NAMAKWA FIELDSERVICES,VREDENDAL,30,,,
NAMAQUA GARAGE GROUP,VANRHYNSDORP,30,,,
NASH NISSAN,ALBERTON,30,,,
NATAL CARAVANS,PINETOWN,30,,,
NATIONAL CARS SUPERSTRIKE,SECUNDA,30,,,
NATIONAL CARS QUANTUM,SECUNDA,30,,,
NATIONAL CARS ERMELO,ERMELO,30,,,
NATIONAL CARS STANDERTON,STANDERTON,30,,,
NAVIGLI GROUP,KRAMERVILLE,30,,,
NEARCO TRADING,RIVERGATE,14,,,
NELSPRUIT MULTIFRANCHISE,NELSPRUIT,180,,,
NELSPRUIT AUTO,NELSPRUIT,60,,,
NEW HOLLAND PORT SHEPSTONE,MARBURG,30,,,
NEW VAAL SOUTH MOTORS GROUP,ONVERWACHT,30,,,
NEW VAAL VEREENIGING,VEREENIGING,30,,,
NGIRI AUTO,PRETORIA,30,,,
NIC BOTTARI TOYOTA,NIGEL,30,,,
NICO LATEGAN,KROONSTAD,30,,,
NIGEL AUTO CITY...,"NIGEL,   1490",60,,,
AUTOCITY NIGEL,NIGEL,60,,,
WAUTRENHEI0001,"NIGEL,   1490",60,,,
AUTOCITY NISSAN NIGEL,NIGEL,60,,,
NISSAN BELA-BELA,BELA-BELA,30,,,
NISSAN AND BYD THE GLEN,GLENEAGLES,30,,,
NISSAN MOBENI,DURBAN SOUTH,30,,,
NISSAN DURBAN SOUTH,"DURBAN SOUTH, KW   4060 GRB",30,,,
NISSAN EASTERN CAPE,PORT ELIZABETH,60,,,
NISSAN ESTCOURT..,"ESCOURT,   3310",30,,,
NISSAN ESTCOURT,ESCOURT,30,,,
BRIGHT NISSAN HERMANUS,HERMANUS,14,,,
NISSAN LEPHALALE,LEPHALALE,30,,,
OUDTSHOORN NISSAN,OUDTSHOORN,30,,,
MY RIDE NISSAN/DATSUN PAARL,PAARL,30,,,
NISSAN AND RENAULT SPRINGS,SPRINGS,60,,,
SPRINGBOK NISSAN,SPRINGBOK,30,,,
NISSAN - STANDERTON,STANDERTON,30,,,
NISSAN TOKAI,CAPE TOWN,180,,,
VRYHEID NISSAN,VRYHEID,30,,,
NISSAN VRYHEID.," VRYHEID,   3100",30,,,
NISSAN WEST COAST,VREDENBURG,30,,,
NMG FOTON AND JAC BETHLEHEM,BETHLEHEM,60,,,
NMG FOTON AND JAC GEORGE,GEORGE INDUSTRIA,60,,,
NMG FOTON AND JAC KIMBERLEY,KIMBERLEY,60,,,
NMG FOTON AND JAC VEREENIGING,VEREENIGING,60,,,
NMI BLOEMFONTEIN,LANGENHOVEN PARK,90,,,
NMI CLAREMONT,CAPE TOWN,90,,,
NMI-DSM UMHLANGA,DURBAN,90,,,
NMI DSM GROUP,DURBAN,30,,,
NMI-DSM PIETERMARITZBURG,PIETERMARITZBURG,90,,,
NMI DURBAN SOUTH MOTORS GROUP,MIDDELBURG,30,,,
NMI MG PIETERMARITZBURG,PIETERMARITZBURG,90,,,
NMI MG TYGERVALLEY,BELLVILLE,30,,,
NMI MG UMHLANGA,LA LUCIA,60,,,
NMI OMODA AND JAECOO UMHLANGA,LA LUCIA IDGE,90,,,
NN TRUCK AND TRAILER,BOKSBURG,30,,,
NOOR AUTO,DURBAN,14,,,
MORGAN NISSAN NORTHCLIFF,BLACKHEATH,60,,,
NORTH MOTOR GROUP (PTY) LTD,BETHLEHEM,30,,,
NORTHCLIFF MULTIFRANCHISE,NORTHCLIFF,180,,,
NORTHWEST NISSAN,WEST RAND,120,,,
NWT JOHANNESBURG,STORMILL,120,,,
SUZUKI NORTHCLIFF,JOHANNESBURG,60,,,
NORTHAM TOYOTA,NORTHAM,90,,,
NOVEL MAZDA PAARL,PAARL,180,,,
NOVEL MOTOR COMPANY FOTON,WINDHOEK,30,,,
NTT ISUZU NEWCASTLE,NEWCASTLE,90,,,
NTT ISUZU TZANEEN,TZANEEN,90,,,
NTT ISUZU LADYSMITH,LADYSMITH,90,,,
NTT GROUP,GROBLERSDAL,30,,,
NTT GROUP,GROBLERSDAL,180,,,
NTT HYUNDAI EAST LONDON,EAST LONDON,90,,,
NTT ISUZU MAKHADO,LOUIS TRICHARDT,90,,,
NTT ITSA LADYSMITH,LADYSMITH,30,,,
NTT ITSA NEWCASTLE,NEWCASTLE,30,,,
NTT MAHINDRA WORCESTER,WORCESTER,30,,,
NTT MAZDA ZULULAND,EMPANGENI,90,,,
NTT MOTORS KLERKSDORP,KLERKSDROP,90,,,
NTT MULTI MOKOPANE,MOKOPANE,30,,,
NTT NISSAN BLOEMFONTEIN,ORANJESIG,90,,,
NTT NISSAN KLERKSDORP,KLERKSDORP,90,,,
NTT NISSAN LADYSMITH,LADYSMITH,90,,,
NTT NISSAN NEWCASTLE,NEWCASTLE,90,,,
NTT NISSAN POTCHEFSTROOM,POTCHEFSTROOM,90,,,
NTT NISSAN SANDTON,CRAIGHALL,90,,,
NTT NISSAN SECUNDA,SECUNDA,90,,,
NTT NISSAN ZULULAND,EMPANGENI,90,,,
NTT SUZUKI BLOEMFONTEIN,BLOEMFONTEIN,90,,,
NTT TOYOTA  PHALABORWA,PHALABORWA,180,,,
NTT TOYOTA BARBERTON,BARBERTON,180,,,
NTT TOYOTA DELMAS,DELMAS,180,,,
NTT TOYOTA GROBLERSDAL,GROBLERSDAL,180,,,
NTT TOYOTA POTGIETERSRUS,Storage place,180,,,
NTT TOYOTA MOKOPANE,MOKOPANE,180,,,
NTT TOYOTA HAZYVIEW,HAZYVIEW,180,,,
NTT TOYOTA TZANEEN,TZANEEN,180,,,
NTT TOYOTA WHITE RIVER,WHITE RIVER,180,,,
NTT VRYHEID,VRYHEID,180,,,
NWK LIMITED OUTLET BOTHAVILLE,BOTHAVILLE,30,,,
NWK LIMITED GROUP,MIDDELBURG,30,,,
NWK LIMITED OUTLET KROONSTAD,KROONSTAD,30,,,
NWK LIMITED,LICHTENBURG,30,,,
NWK LIMITED OUTLET - SANNIESHOF,SANNIESHOF,30,,,
NWK LIMITED OUTLET DELMAS,BENONI,30,,,
OMODA BEDFORDVIEW,JOHANNESBURG,90,,,
OMODA BRYANSTON,BRYANSTON,90,,,
OMODA EAST LONDON,EAST LONDON,60,,,
OMODA GQEBERHA,PORT ELIZABETH,30,,,
OMODA HATFIELD,PRETORIA,30,,,
OMODA JAECOO,MIDDELBURG,120,,,
OMODA JAECOO BALLITO,BALLITOVILLE,30,,,
OMODA & JAECOO BETHLEHEM,BETHLEHEM,60,,,
OMODA & JAECOO BOKSBURG,BOKBURG,30,,,
OMODA JAECOO EDENVALE,EDENVALE,30,,,
OMODA & JAECOO GEORGE,GEORGE,30,,,
OMODA & JAECOO GORDON ROAD,FLORIDA GLEN,30,,,
OMODA JAECOO KIMBERLEY,KIMBERLEY,60,,,
OMODA  AND JAECOO KLERKSDORP,KLERKSDORP,180,,,
OMODA JAECOO LENASIA,LENASIA,30,,,
OMODA JAECOO NIGEL,NIGEL,30,,,
OMODA AND JAECOO RICHARDS BAY,RICHARDS BAY,30,,,
T/A OMODA & JAECOO SECUNDA,SECUNDA,30,,,
OMODA JAECOO TYGERVALLEY,BELLVILLE,90,,,
OMODA & JAECOO WELKOM,WELKOM,180,,,
OMODA & JAECOO KLERKSDORP,STILFONTEIN,7,,,
,,7,,,
OMODA AND JAECOO SILVER LAKES,"SILVER LAKES , PRETORIA EAST",30,,,
OMODA SPRINGS,SPRINGS,60,,,
OMODA WESTRAND,ROODEPOORT,30,,,
OMODA WESTOWN HILLCREST,SHONGWENI,30,,,
OMODA WOODMEAD,SANDTON,60,,,
ONELOGIX BRAKPAN ON BEHALF OF AFGRI GROUP HOLDINGS,BRAKPAN,30,,,
OOS OVS MOTORS,BETHLEHEM,30,,,
OOS VRYSTAAT KAAP BEDRYF BEPERK,LADYBRAND,90,,,
OPEL PEUGEOT NEWCASTLE,NEW CASTLE,30,,,
OPEL PEUGEOT NEW CAS.,Newcastle,30,,,
ORANJE HARTSWATER TOYOTA,HARTSWATER,180,,,
ORANJE MEGANISASIE,KAKAMAS,30,,,
ORANJE NISSAN,UPINGTON,30,,,
ORANJE TOYOTA BLOEMFONTEIN,BLOEMFONTEIN,180,,,
ORANJE TOYOTA BOTHAVILLE,BOTHAVILLE,180,,,
ORANJE TOYOTA KIMBERLEY,KIMBERLEY,180,,,
ORANJE TOYOTA KLERKSDORP,KLERKSDORP,180,,,
ORANJE TOYOTA KROONSTAD,KROONSTAD,180,,,
ORANJE TOYOTA SCHWEIZER,SCHWEIZER-RENEKE,180,,,
ORANJE TOYOTA VRYBURG,VRYBURG,180,,,
WELKOM TOYOTA,WELKOM,180,,,
ORBIT COMMERCIAL VEHICLES CAPE TOWN,CAPE TOWN,30,,,
OTTOSDAL LANDINI,OTTOSDAL,30,,,
OUDENAARDE INVESTMENT GROUP,ROODEPOORT,30,,,
OUTOVARIA,VILJOENSKROON,30,,,
OVERBERG AGRI BEDRYWE BREDASDORP,BREDASDORP,30,,,
OVERBERG AGRI BEDRYWE CALEDON,CALEDON,30,,,
OVERBERG AGRI BEDRYWE MOORREESBURG,MOORREESBURG,30,,,
OVS AGRI (PTY) LTD,REITZ,30,,,
PAARLBERG MOTORS GROUP,WORCESTER,30,,,
PACE CAR RENTAL,SANDTON,30,,,
PALM COURT GARAGE,PADDOCK,30,,,
PAT HINDE TOYOTA SPRINGS,SPRINGS,180,,,
PAT HINDE TOYOTA SPR...,Dalpark,180,,,
CARNIVAL TOYOTA,BENONI,180,,,
PAT HINDE TOYOTA BOKSBURG,BOKSBURG,180,,,
PAT HINDE TOYOTA BOK...,Dalpark,180,,,
PAULANA NISSAN,HARTSWATER,30,,,
PEUGEOT TYGERVALLEY,BELLVILLE,90,,,
P C J MOTORS GROUP,BOKSBURG,30,,,
PENTA MOTOR GROUP,PRETORIA,30,,,
PERRY BIKES,UMHLANGA ROCKS,30,,,
PERDEBERG HAVAL CITRUSDAL,CITRUSDAL,14,,,
PERDEBERG ISUZU SWELLENDAM,SWELLENDAM,14,,,
PETER'S TRACTORS,UMHLALI,30,,,
PEUGEOT CAPE TOWN,CAPE TOWN,30,,,
PEUGEOT CENTURION,CENTURION,30,,,
PEUGEOT CITROEN CENTURION,CENTURION,120,,,
PEUGEOT CITROEN GEORGE,GEORGE,30,,,
PEUGEOT CITROEN RIVONIA,SUNNINGHILL,30,,,
PEUGEOT CITROEN & VOLVO PMB,PIETERMARITZBURG,7,,,
PEUGEOT EAST LONDON,EAST LONDON,30,,,
PEUGEOT FOURWAYS,FOURWAYS,30,,,
PEUGEOT HATFIELD,PRETORIA,30,,,
PEUGEOT HATFIELD,Hatfield,30,,,
PEUGEOT ISANDO COMMERCIAL CENTRE,KEMPTON PARK,30,,,
COMBINED AUTO HOLDINGS (PTY) LTD,MIDDELBURG,30,,,
PEUGEOT NORTHCLIFF...,Roodepoort,30,,,
PEUGEOT NORTHCLIFF,NORTHCLIFF,30,,,
PEUGEOT RICHARDS BAY,RICHARDS BAY,30,,,
PEUGEOT VEREENIGING,VEREENIGING,30,,,
PIETER JOUBERT GROUP,CRADOCK,30,,,
TWK MOTORS (PTY) LTD T/A PIET RETIEF,PIET RETIEF,14,,,
PIET RETIEF TOYOTA...,Piet Retief Storage,14,,,
PLATTELAND MOTORS,SWELLENDAM,30,,,
PLATINUM WHEELS,SANDTON,30,,,
PONGOLA TOYOTA,PONGOLA,30,,,
PORT ELIZABETH GWM,PORT ELIZABETH,180,,,
PORTER MOTOR GROUP,FREE STATE,30,,,
POWER AUTO,WELKOM,14,,,
POWERSTAR ERMELO,ERMELO,14,,,
FAW TRUCKS GEORGE,GEORGE,60,,,
POWERSTAR SERVICE CENTRE,EMPANGENI,30,,,
POWERSTAR TRUCKS SHELLY BEACH,SHELLY BEACH,30,,,
ISUZU BLOEMFONTEIN,BLOEMFONTEIN,180,,,
MOTUS ISUZU ISANDO,KEMPTON PARK,180,,,
MOTUS ISUZU KIMBERLEY,KIMBERLEY,180,,,
MOTUS ISUZU VEREENIGING,VEREENIGING,180,,,
PRETORIA CARAVANS,PRETORIA,30,,,
PREMIER MOTOR HOLDINGS,BLOEMFONTEIN,30,,,
PRETORIA NOORD TOYOTA,PRETORIA NORTH,180,,,
PRETORIA SUBARU,CENTURION,30,,,
PRESTIGE VALUE CARS,MONTANA,30,,,
PRIMECARS VEREENIGING.CO.ZA,VEREENIGING,30,,,
PRINCESS CROSSING MULTIFRANCHISE,ROODEPOORT,90,,,
PRIMA INSPECTACAR WONDERBOOM,Pretoria North,30,,,
AUTO INVESTMENTS WONDERBOOM (PTY) LTD,PRETORIA,30,,,
PRODUKTA TRUCKS,NELSPRUIT,60,,,
PRODUKTA FIAT/ALFA AND JEEP NELSPRUIT,NELSPRUIT,60,,,
PRODUKTA HONDA & KTM MOTORCYCLES,NELSPRUIT,60,,,
PRODUKTA POWERSTAR TRUCKS,NELSPRUIT,60,,,
PRODUKTA NISSAN...,Nelspruit,60,,,
PROVINCIAL MOTORS,EMPANGENI,30,,,
POTLOODSPRUIT INVESTMENTS GROUP,NELSPRUIT,30,,,
PROVINCIAL MOTORS RICHARDS BAY,RICHARDS BAY,30,,,
T/A PRODUKTA NISSAN,NELSPRUIT,60,,,
PRODUKTA SUZUKI NELSPRUIT,NELSPRUIT,60,,,
PROTEA TOYOTA,CAPE TOWN,90,,,
PRODUKTA UD TRUCKS,NELSPRUIT,60,,,
PROVINCIAL MOTORS (NEW),RICHARDS BAY,30,,,
PUPKEWITZ MOTOR GROUP,WINDHOEK,30,,,
PURE SILK INVEST 2 GROUP,BOKSBURG,30,,,
QEMBU GROUP,MIDDELBURG,30,,,
QEMBU PRE-OWNED,GQEBERHA,30,,,
QUADRO MOTORS...,"Bloemfontein,9301",60,,,
QUADRO MOTORS,FICKSBURG,60,,,
QUEENSTOWN NISSAN,QUEENSTOWN,30,,,
QUINTIN'S MOTORS,BRITS,30,,,
RACEVIEW MOTORS...,Alberton,60,,,
RACEVIEW MOTORS,JOHANNESBURG,60,,,
RACE WORX KTM,ROODEPOORT,30,,,
RANDBURG COMMERCIAL VEHICLES,RANDBURG,30,,,
RAND STADIUM TOYOTA,JOHANNESBURG,90,,,
EMOND AUTO GROUP,DURBAN NORTH,30,,,
RAYHAAN HASSIM GROUP,LENASIA,30,,,
RCL TREKKERDIENSTE,PATENSIE,30,,,
RCL TREKKERDIENSTE - GRAAF REINET,GRAAF-REINET,30,,,
REEDS BELLVILLE FCA,CAPE TOWN,180,,,
REEDS CLAREMONT,CAPE TOWN,180,,,
REEDS N1 CITY,CAPE TOWN,180,,,
REM BEZUIDENHOUT GROUP,RICHARDS BAY,30,,,
RENAULT BENONI,BENONI,180,,,
RENAULT BRUMA,JOHANNESBURG,30,,,
RENAULT CENTURION,CENTURION,90,,,
RENAULT CLEARWATER,ROODEPOORT,180,,,
RENAULT MOBENI,DURBAN SOUTH,30,,,
RENAULT DURBAN SOUTH..,"DURBAN SOUTH, KW   4060 GRB",30,,,
RENAULT FOUNTAINS,PRETORIA,90,,,
RENAULT GQEBERHA,PORT ELIZABETH,30,,,
RENAULT GRAHAMSTOWN,GRAHAMSTOWN,60,,,
RENAULT HATFIELD,PRETORIA,30,,,
RENAULT HILLCREST,HILLCREST,30,,,
RENAULT KEMPTON PARK,BENONI,180,,,
RENAULT KING WILLIAMS TOWN,KING WILLIAMS TOWN,30,,,
RENAULT LADYSMITH..,"LADYSMITH,   3370",30,,,
RENAULT LADYSMITH,LADYSMITH,30,,,
RENAULT LEPHALALE,LEPHALALE,14,,,
RENAULT LENASIA,LENASIA,30,,,
RENAULT LOUIS TRICHARDT,LOUIS TRICHARDT,30,,,
RENAULT MALMESBURY,MALMESBURY,30,,,
RENAULT MTHATHA,MTHATHA,180,,,
RENAULT NEWCASTLE...,"NEWCASTLE,   2940",30,,,
RENAULT NEWCASTLE,NEWCASTLE,30,,,
RENAULT PAARL (NEW),PAARL,30,,,
RENAULT PINETOWN,PINETOWN,90,,,
RENAULT SILVERLAKES,SILVERLAKES,180,,,
RENAULT SPRINGS,SPRINGS,30,,,
RENAULT TAVCOR GEORGE,GEORGE,60,,,
CINZACO AUTO,VEREENIGING,30,,,
REPO WILD GROUP,WORCESTER,30,,,
RETAIL GEORGE MULTIFRANCHISE,GEORGE,30,,,
RIANT INVESTMENTS GROUP,ERMELO,30,,,
RICHARDS BAY COMMERCIAL VEHICLES (PTY) LTD,RICHARDS BAY,30,,,
RICHARDS BAY MULTIFRANCHISE,RICHARDS BAY,30,,,
RITCHIE AUTO RICHARDS BAY,EMPANGENI,14,,,
RITCHIE FORD VRYHEID,VRYHEID,30,,,
RITCHIE MOTOR GROUP,STANDERTON,30,,,
RIVONIA TOYOTA,ROODEPOORT,180,,,
RIVERSDAL TOYOTA,RIVERSDAL,90,,,
ROBS NISSAN,BRONKHORSTSPRUIT,30,,,
ROGA CAR BAR & KIA MOTORS,VRYHEID,30,,,
ROLA CHRYSLER JEEP DODGE,SOMERSET WEST,60,,,
ROLA HAVAL STELLENBOSCH,STELLENBOSCH,60,,,
ROLA JETOUR SOMERSET WEST,SOMERSET CROSSING,60,,,
ROLA MAHINDRA CALEDON,CALEDON,60,,,
ROLA MAHINDRA MALMESBURY,MALMESBURY,60,,,
ROLA MAHINDRA SOMERSET WEST,SOMERSET WEST,60,,,
ROLA MAHINDRA VREDENBURG,VREDENBURG,60,,,
ROLA MAZDA & PEUGEOT,SOMERSET STREET,60,,,
ROLA MOTOR GROUP,STRAND,30,,,
ROLA MOTOR GROUP,STRAND,30,,,
ROLA OMODA JAECOO SOMERSET WEST,SOMERSET WEST,60,,,
ROLA VOLVO CARS HELDERBERG,SOMERSET WEST,60,,,
RONNIES MOTORS,EAST LONDON,60,,,
RONNIES MOTORS TRUST GROUP,EAST LONDON,30,,,
ROODEPOORT MULTIFRANCHISE,ROODEPOORT,180,,,
ROTHMAN MOTORS (NEW),ERMELO,30,,,
RUDAMANS HONDAWING HOEDSPRUIT,HOEDSPRUIT,30,,,
RUDAMANS HONDAWING NELSPRUIT,RIVERSIDE PARK,30,,,
RUSPLAAS GARAGE,LYDENBURG,60,,,
STELLANTIS RUSTENBURG,RUSTENBURG,30,,,
RUSPLAAS MOTOR GROUP,BURGERSFORT,60,,,
RUSTENBURG TOYOTA,RUSTENBURG,90,,,
RUSTENBURG SUZUKI,RUSTENBURG,30,,,
